Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Australia,AUS,Trade (% of GDP),NE.TRD.GNFS.ZS,27.02686423,27.40318907,26.5425502,26.80782437,28.66760829,28.45311017,28.03496676,26.74962265,26.75848837,25.26196804,26.17065698,25.57257585,24.83432551,25.21393275,26.39291812,29.03130662,26.91771939,28.68511391,28.23270524,29.68843493,32.36374179,31.65968401,30.3770032,29.22937146,28.57998661,32.55567834,33.08146897,32.56704579,32.60441541,32.10545176,32.21513326,32.24501979,33.09673245,35.4280213,36.43051305,37.68557896,38.17234959,37.90462381,39.92371826,38.95877617,40.85591408,44.06664193,41.2807533,39.92467443,36.68975052,38.82645515,40.97929007,41.36807548,42.08722533,44.91765136,39.83852123,41.22459484,42.64493635,40.62443332,41.90239883,40.81474766,39.9516214,
Austria,AUT,Trade (% of GDP),NE.TRD.GNFS.ZS,46.50975849,44.90723707,45.61809015,46.28469294,46.98558125,48.23931495,48.92554253,48.30854122,49.01388117,52.72525966,54.83720301,54.35738637,54.27291756,54.43357311,59.54202319,56.57507086,59.88997345,60.25030823,59.64219525,63.28983646,66.79534789,68.36666926,64.08978266,62.44517578,66.546452,70.05347805,63.9875687,62.82717494,66.53427689,70.50837034,71.45815495,70.01847249,67.60106394,63.23820413,65.95853543,68.22728772,70.049613,74.82842648,76.88426604,78.21307155,85.30957956,87.46796056,86.7940455,86.17005099,90.61794791,93.76702228,97.73641652,100.2397686,101.4883311,86.24780685,98.2598214,104.3174468,104.4938501,103.3635927,101.9164805,100.7495301,99.66009044,
Azerbaijan,AZE,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.08321965,86.86377246,140.7999834,133.4207611,55.35265805,69.41089137,85.06335997,82.04624669,77.23357999,69.86122148,77.41945487,78.24097186,92.81745799,107.5613867,121.5033645,115.8334454,105.2656161,96.6446392,89.24289686,74.74404168,74.98598846,80.50804501,78.26282332,74.97817194,69.46656726,72.60150791,90.12445027,
Burundi,BDI,Trade (% of GDP),NE.TRD.GNFS.ZS,25.89285744,27.58620798,29.50819589,21.80451147,26.17449661,22.88225297,23.7683402,22.68636626,23.6625078,21.75328967,22.30979655,22.60743004,26.80941312,24.34890434,25.28733518,27.27741632,30.37936063,34.88702915,31.93409359,36.88478616,32.1014456,31.18104621,37.11942099,33.79333982,35.05631669,31.81352155,34.0388589,35.48353466,38.5439533,32.68930939,35.64813955,38.42256048,38.22613141,36.5429966,38.75352358,40.20462641,21.57372227,24.27537923,27.44002999,23.53974528,22.55372449,20.96404561,21.67382941,27.37631208,31.57611818,41.64680569,54.15179049,41.48231204,47.41791826,49.9258729,48.09569624,47.01920455,46.41898004,41.64117356,41.30700229,35.99320173,38.15630925,
Belgium,BEL,Trade (% of GDP),NE.TRD.GNFS.ZS,76.30136587,78.81847213,81.15764325,84.38258376,85.3268781,83.99006921,88.03574573,84.95429386,89.27256583,96.49128993,87.0758025,84.94905498,84.57871806,93.4462479,104.495769,90.85011806,96.10327812,94.97634961,91.63655142,100.831742,102.3066839,109.4176862,117.0639043,119.5094603,127.2864361,122.9633391,111.4945548,109.1056284,115.559899,124.0119132,120.5696727,117.7127732,114.2157113,108.2016635,112.388937,115.5113654,118.0600938,124.3666933,123.4844957,123.9972403,141.0790715,138.6944652,135.124885,131.9903126,136.0378332,143.3762209,147.6939014,151.1636219,158.9080451,136.3567579,151.1001765,162.7536657,163.994977,162.2186431,164.6154446,160.1728361,164.4004799,
Benin,BEN,Trade (% of GDP),NE.TRD.GNFS.ZS,18.23419982,14.11812169,13.47712766,15.44725902,17.38050343,22.17327364,23.04260784,27.43808832,28.41122937,33.20172495,39.63790345,45.61841272,41.18455161,41.61214261,43.8114045,47.94122796,44.01975771,50.95968552,51.07045265,54.53816815,53.1386196,59.8893721,57.85733537,45.34201189,50.51130349,60.30121798,49.2914177,46.21813521,45.88682803,38.30036736,45.72018215,51.34471684,56.7407458,55.38179913,64.40047925,63.80014001,56.51779145,58.71162961,59.5936253,64.67000785,55.99169036,57.27591999,51.48426491,48.72235439,46.37025873,45.81656011,46.85187251,57.8049633,56.49791804,52.70052519,60.99298998,55.57875895,59.66939766,69.46151466,76.53088863,68.0180272,70.20321788,
Burkina Faso,BFA,Trade (% of GDP),NE.TRD.GNFS.ZS,20.70137006,21.21886244,21.23794839,21.24850128,14.31727564,16.02921712,16.70021919,18.85581328,21.49212882,22.34960836,21.59701042,25.44255661,27.68872686,29.23133631,32.79367889,37.49937071,35.21349568,38.40353376,35.21924848,37.52857807,40.21302868,40.71152425,39.81975144,37.45829725,39.71870566,40.94754698,37.96172942,39.43994633,38.12968228,32.39475994,35.42265044,33.79623643,28.37401638,29.62508395,39.22922224,40.74747142,38.18029777,37.41641878,40.93978358,33.68632612,34.5123825,32.3692329,30.87290647,30.73251815,37.12858447,35.53571955,36.77824433,35.42453458,36.31053849,40.42085536,48.86683091,58.15398704,62.67904763,67.26805089,60.86450874,62.33437707,,
Bangladesh,BGD,Trade (% of GDP),NE.TRD.GNFS.ZS,19.30394367,22.48235237,21.55484828,21.63976306,24.15026781,23.02931371,22.93610297,21.90186011,19.93714038,19.81132117,20.82059695,17.01907184,19.40728956,18.39465651,14.04962107,10.99562613,22.38227493,19.4221982,21.03851496,21.90706354,23.37723111,19.24715909,20.60692419,20.31688062,16.81172717,18.22218462,17.01874251,16.68779763,17.67806431,18.32517402,18.96650201,18.88982689,19.9340055,23.12158307,22.86586455,28.20949608,26.07608772,26.32551339,27.8800634,28.38794056,29.32171436,32.09801707,28.96738072,27.6578849,26.85823415,34.39693486,38.11192443,39.94238265,42.62091403,40.09279622,37.80284267,47.42084984,48.11092275,46.29640272,44.5140802,42.08599908,37.95430073,
Bulgaria,BGR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,66.39641735,70.1610468,67.49939682,74.08786299,78.37731166,85.99736772,83.50356439,83.40765316,91.46175131,94.57897077,69.84706085,82.68238762,100.0498008,84.04148545,90.72012938,101.8271665,104.3680076,87.39324111,79.15009601,90.95776967,78.32361937,79.35049015,75.46514112,79.2771073,93.28954514,99.87344245,111.2914142,122.6138492,124.8448579,92.94110232,103.2073848,117.7619669,124.7763246,129.7148424,130.9679086,128.0666373,123.6439219,
Bahrain,BHR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,239.348925,251.1388833,225.7586884,189.6325833,190.330269,191.6102323,183.5235689,189.7679308,172.8324115,186.2738212,210.1609658,180.6418102,181.1240372,164.6038971,155.1781716,152.4643154,164.1154193,148.5820781,128.4891015,141.8316988,135.8090158,127.026112,130.6075232,128.0914868,140.7372332,148.313493,147.1018554,137.7850506,145.882662,117.9637254,120.4723945,174.1589649,185.8889752,191.877805,175.5646506,154.0673928,139.439126,
"Bahamas, The",BHS,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,148.7938289,150.1802018,129.075265,133.2584438,129.7511392,125.3373883,124.5844875,121.8950566,124.0617109,121.7229525,117.1260176,,111.0003266,110.1200253,106.1186181,101.4615632,103.3599612,104.4019638,104.4654418,105.856747,91.25683137,88.90555081,86.69857601,91.20146306,82.99738623,80.57822971,81.44829197,87.10558576,93.20118211,100.1146431,100.7048206,100.0242512,87.53196931,89.98735777,100.9505703,84.25073457,83.68205147,88.92454675,78.09786477,76.73640093,
Bosnia and Herzegovina,BIH,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8472277,91.87961266,107.5000435,100.6309648,125.6666091,121.8206294,104.1906109,104.3189499,95.27676951,113.4578465,109.7401313,103.2447734,98.0289378,83.5642765,86.16287732,73.74749783,80.96821232,87.83634962,88.19787123,87.8763814,90.56185032,87.80874889,87.70710224,
Belarus,BLR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6073903,70.26406429,117.1227691,151.0037348,155.3745251,103.718866,96.77485102,125.5161995,122.9577514,120.8351265,141.609166,137.0449305,131.0020583,134.1418523,142.1365104,118.8843517,124.2951039,128.153878,129.5994785,112.3103385,115.917973,157.9742551,153.0852693,119.8159652,110.6514244,115.9148262,125.4207423,
Belize,BLZ,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,123.9537869,128.745464,118.5495119,114.0740741,132.5983879,109.7776715,113.6493307,123.0518894,129.8666243,128.8723668,122.2854376,119.1196948,102.6387337,96.87520904,102.2701109,97.07201788,100.2693005,108.4864561,109.5091681,122.4112529,126.6416164,119.9675728,118.6904514,119.121745,109.0741086,117.3533016,122.7831073,122.3070187,132.0242179,107.8472143,115.6843276,123.2227849,125.3947756,128.0072449,126.4361906,126.2351081,,
Bermuda,BMU,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.99970619,77.26918707,76.48018627,75.41665184,77.26078321,,,,
Bolivia,BOL,Trade (% of GDP),NE.TRD.GNFS.ZS,32.61218019,31.34431402,32.4062564,34.72564495,34.92874305,37.04585429,38.10572447,39.60048361,49.08575694,49.73980627,48.9490235,45.79683418,45.13157895,56.03212915,62.09013468,58.15495241,57.56095776,56.42061907,52.70338555,51.57077929,46.81300675,46.21977174,58.46826125,52.35582154,49.47473375,41.89276456,47.03136192,43.6226593,41.90625145,45.65467871,46.70327322,48.4449665,49.11085697,47.4671275,48.86085141,49.7379857,49.85629111,50.46966341,52.28116177,44.16825464,45.59777511,45.22782135,49.35026047,51.96783514,57.46426632,67.64194249,74.53784911,76.06131503,82.8670212,68.62707452,75.51162654,82.48039513,84.94876125,81.23090732,85.26446981,67.93284494,56.62581301,
Brazil,BRA,Trade (% of GDP),NE.TRD.GNFS.ZS,14.17633202,14.61886702,9.057734119,18.14745427,12.06300928,13.29168623,12.81640431,11.53794213,12.61091042,13.17411689,14.4791955,14.55128018,16.10325126,17.77325882,21.89684749,19.04415313,16.46833138,15.17011611,14.53997323,16.29947274,20.35856053,19.2198034,15.88416173,20.43016279,21.47197221,19.34327423,15.17116523,15.65260586,16.58075476,14.39087766,15.16175556,16.59091663,19.25334358,19.59931629,19.33290546,16.63266226,15.63556214,16.57618143,16.43865273,20.98213588,22.63977857,26.93630126,27.61837145,28.14044172,29.6782531,27.08676559,26.04166926,25.29255443,27.25761085,22.10595196,22.51738167,23.70163299,24.76530502,25.56187905,24.68542739,26.95591354,24.61372019,
Barbados,BRB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.02531023,82.52619584,76.15972115,80.75324991,83.42231159,90.07143642,91.54813441,93.85068456,86.2870585,86.42666138,88.77943296,84.64055958,81.81000757,88.29412034,90.21725212,95.66751341,95.85433052,94.1707654,98.18874395,89.08785422,88.2532247,86.53264391,86.35948758,93.49268293,91.47742684,79.00046901,,
Brunei Darussalam,BRN,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,107.4076905,113.4854173,111.9137681,110.7220592,109.485414,109.1994555,105.0257732,106.8567402,106.569503,107.2514433,,,,,,97.01921056,99.07538003,106.8491009,105.7813646,106.5269822,99.48742592,115.5439642,120.5739637,115.6796683,107.8761062,104.2195716,103.1716255,108.7188707,108.7479691,105.2584676,100.5895707,97.45761662,96.94114936,95.75046726,105.9138441,108.5726365,95.37185661,99.53654036,105.6379448,110.9368788,99.36944921,84.89706379,87.31980287,
Bhutan,BTN,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,51.3479722,63.47852371,61.39388586,57.83123597,58.06120216,66.13058396,70.05223664,61.63850144,77.18904377,66.01540588,57.48298356,72.28102977,87.89033266,75.66203313,68.95478401,80.3984622,81.15644934,82.02069344,82.51759968,81.81567376,77.66484503,74.03432814,73.20026645,76.35741346,93.19191146,102.6980729,113.5973053,112.2640757,106.749452,106.906127,113.1839938,111.6915833,101.7639272,102.7354752,93.62261995,94.95504458,82.81115556,
Botswana,BWA,Trade (% of GDP),NE.TRD.GNFS.ZS,65.91957811,69.74182766,72.76503188,76.3398002,77.38771244,82.31707317,80.21680217,75.38734111,86,75.33753375,85.56925308,94.71365639,97.91502754,100.7966952,105.6984852,107.3862555,116.7078825,120.2103879,120.5849269,119.3729422,119.5015463,121.2353923,123.8361801,124.6490648,118.7734707,117.5228082,117.4595896,123.5717533,114.4515902,105.3608646,104.8473204,99.55838535,89.75125459,86.20820501,88.18060973,94.59517165,90.95557528,108.6044152,101.8410393,98.9290812,91.92472969,87.52506557,91.83577406,85.83404252,90.99782289,88.50535206,86.33458892,95.10463872,96.71591034,86.68601991,94.89979632,101.3604705,108.6515643,122.949083,114.7726626,105.7945453,97.64530089,
Central African Republic,CAF,Trade (% of GDP),NE.TRD.GNFS.ZS,57.45453674,62.2516546,62.29507257,63.72239745,69.25285968,64.76964499,70.87628866,73.20096774,73.94352311,64.93312236,73.5008478,67.22269528,58.74788774,65.10492521,71.07293707,61.05031664,51.51347707,59.52930382,57.3060779,57.56550683,66.30232808,58.44319389,56.40225873,60.76526042,58.89567164,53.6444942,46.80905809,46.39443456,42.79863463,46.76704756,42.94298352,43.70932169,43.22907608,39.98862202,48.41803223,50.47589112,47.08440503,55.81850836,51.04953188,43.2123439,45.65978199,39.73049974,36.10856478,36.231226,33.24395492,35.07093687,36.39584972,37.56851308,34.43755146,33.92009689,38.31706352,33.2831784,33.20966563,39.45642613,50.59261827,47.19062356,42.73835105,
Canada,CAN,Trade (% of GDP),NE.TRD.GNFS.ZS,35.10161493,35.80468206,35.57546192,35.70254656,37.34214148,37.18922883,38.64337337,39.52099659,41.17989796,42.3883808,41.30282892,40.47707641,41.6431738,44.11042669,47.97093931,45.74573853,44.1653433,45.66843383,48.79181281,52.20502423,53.29608826,52.11469788,46.60252913,46.68982656,52.47488827,52.86211916,53.08246735,50.86986778,51.36314644,50.04932544,49.96702727,49.20207707,52.71745582,58.24487516,64.39828906,69.09742537,70.29951355,74.38505502,78.15885074,80.19395573,82.85772601,78.40632001,75.73269035,69.84343945,70.18054685,69.70984342,67.98118492,66.19204439,66.92423059,58.3482469,60.06072927,62.32862239,62.39713673,61.97339492,64.18355548,65.54891695,64.3851872,
Central Europe and the Baltics,CEB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.03748708,55.36842735,63.51111752,58.50466659,58.4533429,67.75500163,70.12077156,74.48866353,74.6742478,74.63238669,83.77378801,84.27647486,83.12292543,87.09066973,93.95777869,96.48455527,104.4888583,106.5377808,105.1828772,94.01581032,105.372379,114.2563682,117.8374394,118.9371924,122.2888349,122.9655586,123.6668227,
Switzerland,CHE,Trade (% of GDP),NE.TRD.GNFS.ZS,54.51582506,55.8302884,55.71547345,54.90175299,54.87153627,54.52772844,54.90435454,54.01913197,56.24126204,60.04821092,,,,,,,,,,,96.49089832,97.54356682,89.45842504,88.40890371,93.11316572,94.28912989,88.2949532,82.15943274,84.5896838,89.68595472,83.70214449,79.24402912,79.83341273,78.47797237,76.95232647,77.09564281,79.67016553,89.37290706,88.86629251,90.07522477,98.10559702,96.16370429,91.15303421,89.52990145,93.99255351,100.3298136,104.5178372,111.3108466,114.7793951,106.9301665,117.2521767,122.4961726,123.6823644,131.7965514,116.8601163,112.7681595,120.4002141,
Channel Islands,CHI,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Trade (% of GDP),NE.TRD.GNFS.ZS,28.88962619,26.92922082,24.14944863,27.06663285,25.47567481,25.93141856,27.7446861,26.95422914,26.79761955,30.14408062,28.32518644,22.88061561,22.72134017,28.6898382,38.83657819,50.68443688,44.24853619,41.74891302,43.47639321,47.67602997,48.12002804,41.75941292,39.86521158,44.82003553,47.26180326,50.58382571,52.05370915,54.19303686,58.45454037,62.97292377,61.74569052,58.09429368,56.25405055,53.6090644,53.21502871,54.96715328,54.7679748,54.9466136,54.32116368,55.34726711,59.31582211,63.14312621,63.39372549,66.31628662,69.73366335,71.61676087,73.09865108,76.4074155,80.78977343,66.33720292,69.063716,72.20566595,68.2718464,64.97347661,65.14255113,59.46662788,56.08719875,
China,CHN,Trade (% of GDP),NE.TRD.GNFS.ZS,8.734099721,7.360220725,6.960936156,6.865336858,6.633104293,6.828143022,6.729496479,6.253483447,6.220973568,5.453062889,4.952406018,4.920835199,5.755367497,8.000145127,10.33348658,9.554202994,8.836913605,8.384615385,9.650141541,11.08657813,12.42484853,14.89718198,19.73952856,18.06173449,19.0356469,20.95921258,19.95469858,25.2306168,30.41767578,25.64148204,24.68419147,26.74039806,30.61505749,37.31847354,36.51791533,34.7590271,34.53905305,33.5778453,32.84431704,34.04192018,39.75275915,39.05382975,43.0929552,52.59746155,60.22080803,62.89041618,65.61893069,62.66474451,56.95746515,44.50696615,48.88929937,50.59983138,48.10785883,46.56523477,45.65192093,40.46235978,37.05938339,
Cote d'Ivoire,CIV,Trade (% of GDP),NE.TRD.GNFS.ZS,57.14406757,63.39605592,60.1395535,57.45531759,60.60880001,66.94763093,65.10334587,65.01500699,68.6948357,63.83159118,64.8769567,60.63731917,62.51877165,68.98587056,84.07307131,73.31336679,77.98922386,78.95660403,73.95669728,72.26592824,76.18028969,77.45919888,75.75002167,72.68017697,77.10319819,79.17251371,69.67735716,63.05024828,58.37827152,61.08854404,58.80149561,56.99782131,60.02506534,55.34852185,69.83665802,76.20234391,73.51927601,78.20804764,76.3666435,76.54000125,74.63780424,73.55035201,79.8636641,75.26749055,84.60668736,93.92263771,95.06972995,89.43763142,87.27485334,90.77922973,93.95943422,91.15483119,92.80808899,80.12682964,62.36755128,63.54549575,52.58739287,
Cameroon,CMR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,48.0200388,44.57197133,43.20451703,46.75675569,46.24256492,50.87995264,50.17613052,46.47761949,44.6908941,48.23801324,48.2279939,50.00721606,52.86570896,51.77722644,49.32094172,55.01613909,50.28117841,62.12539352,59.70119087,64.47202025,65.02458838,46.00580702,37.32029527,31.99460886,38.47648378,37.49644544,34.63877936,38.86259217,26.45271297,40.03701821,38.25012503,46.43775955,49.84270432,45.01641779,40.36685344,50.85286897,54.12511636,51.84281763,46.64148434,46.93507784,50.9685648,51.9471282,58.49317595,61.97959826,47.7725182,49.12385531,56.93629891,56.38711416,55.60547716,55.06479448,49.869207,41.99678136,
"Congo, Dem. Rep.",COD,Trade (% of GDP),NE.TRD.GNFS.ZS,38.33278244,19.24497944,15.19072728,63.47917305,70.80733849,53.1562833,69.1403474,31.92230014,29.81768935,27.4108411,33.68368169,30.67478292,27.02851102,29.31785885,35.21158637,25.05406557,31.80234582,30.0009464,21.54612247,22.69026914,32.83038276,31.28287657,26.10218446,33.52909497,52.13031669,53.14540611,48.74248623,54.84307961,53.32101986,50.32842965,58.70837158,44.50496499,34.20236218,20.43712286,42.51666583,52.20853247,60.31625674,33.75000042,62.67930673,41.17766082,27.01440292,25.04193751,29.31684564,54.03135618,49.33641463,43.97480452,44.66484004,86.65569317,86.31230347,64.27508026,91.93622391,95.00332926,73.46493586,75.66650619,75.51953863,70.12961839,60.23559878,
"Congo, Rep.",COG,Trade (% of GDP),NE.TRD.GNFS.ZS,106.0604921,103.1207575,93.44131169,94.32042104,94.60161267,89.09463187,80.99630996,86.30140176,87.62057878,88.9695727,92.49997368,85.2310873,80.09662802,74.99999172,112.7039177,99.6350365,106.9328952,110.8509521,104.7905245,96.03921569,120.1442841,134.1148237,123.7746479,109.7097097,107.2509129,112.7935723,93.50223489,80.35519248,81.04704097,83.35300932,70.81935433,69.68454299,57.14070589,74.17619428,132.7362484,128.3125043,128.4076633,135.7581795,148.9016625,131.3941903,123.9098844,130.7324811,135.4560711,156.8617773,131.3681987,138.6635673,149.7796445,132.0525974,122.1539888,120.6233994,139.817599,145.1187792,144.1044148,142.6044414,143.2393833,165.6458629,136.5189809,
Colombia,COL,Trade (% of GDP),NE.TRD.GNFS.ZS,30.37819696,26.74771045,24.38654959,24.31979867,24.53189705,21.82322986,27.18852692,23.4365277,27.27508434,27.59936874,30.12774162,29.50874293,29.00629727,29.61013325,30.08834108,29.86857863,30.999304,30.16637652,30.34677859,28.68397705,31.78965587,27.2850199,26.10821784,23.67280841,24.34797231,26.33972636,30.83063591,29.87169227,30.14998849,31.81787448,35.38637938,35.25149094,33.46556606,35.18825781,35.91753745,35.49723032,36.04410719,35.59706809,35.90892305,36.14927931,32.66708547,33.90111179,32.98263921,36.51618352,35.86342693,35.63423841,38.17394204,36.32989385,38.0520614,34.28000166,33.70084636,38.66886919,38.2960978,37.69797761,37.319781,38.62146446,34.91569826,
Comoros,COM,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,60.64229302,60.97066317,69.52542972,73.5104471,64.55458903,67.05614616,57.93318117,57.74540855,59.75629617,54.17133371,51.39847813,58.21915841,59.89099889,57.6816915,67.32168944,64.32981615,59.70463181,61.16687849,48.61127142,46.62489541,51.09948808,47.84509475,43.75112421,50.76736122,47.93252294,51.39290947,53.13614502,56.83516555,62.97710752,63.20974395,68.16080982,69.58847493,72.00348862,76.17229093,77.17354678,65.0755765,59.68693375,
