American Samoa,Government Effectiveness: Estimate,..,..,..,..,..,-0.109690651,0.230502456,0.254496306,0.487175971,0.505678236,0.502315164,0.49284777,0.486882061,0.485967219,0.490560621,0.441491038,0.487578034,0.531471789
American Samoa,Voice and Accountability: Estimate,..,..,..,..,..,0.503726006,0.654332519,0.548463166,0.972128868,0.967198193,0.963812232,0.988284528,1.009051681,1.025671721,1.004767299,..,..,..
Andorra,Control of Corruption: Estimate,1.318143249,1.377703786,1.359711885,1.349896431,1.376689911,1.137412429,1.278152943,1.25953114,1.269964576,1.288655162,1.325579286,1.308071971,1.279276848,1.268372536,1.260797977,1.225221634,1.218488932,1.230340838
Andorra,Government Effectiveness: Estimate,1.414037704,1.462049723,1.446284294,1.423873901,1.410648108,1.524565816,1.292861938,1.543034554,1.50825417,1.537209153,1.540095806,1.51803267,1.504689455,1.531355619,1.539396763,1.718335867,1.787497282,1.860200763
Andorra,Voice and Accountability: Estimate,1.563216686,1.528759122,1.535655499,1.437128186,1.422261953,1.563076615,1.528181553,1.3299793,1.305506468,1.325321794,1.322938085,1.324308634,1.360453367,1.433837652,1.406641722,1.165938854,1.194394946,1.197540283
Angola,Control of Corruption: Estimate,-1.16770184,-1.405836463,-1.522685051,-1.183629155,-1.320665479,-1.313558817,-1.296138883,-1.220061183,-1.289693236,-1.284620643,-1.404654503,-1.325729966,-1.344286561,-1.268586993,-1.309700489,-1.443890452,-1.394753456,-1.411828637
Angola,Government Effectiveness: Estimate,-0.859939992,-1.341783285,-1.462309718,-1.238856673,-1.156531334,-1.314578176,-1.137153387,-1.369492531,-1.206412315,-1.062213182,-0.960353315,-1.117896199,-1.153555632,-0.989631712,-1.223171473,-1.123668909,-1.000091553,-1.039376974
Angola,Voice and Accountability: Estimate,-1.578163505,-1.411878705,-1.458064675,-1.238779068,-1.272615314,-1.285479784,-1.234719396,-1.252087951,-1.18531394,-1.119346857,-1.126124859,-1.120539427,-1.125478387,-1.076246738,-1.113843441,-1.145493984,-1.177190065,-1.167355061
Anguilla,Control of Corruption: Estimate,..,..,..,..,..,0.855055511,1.278152943,1.25953114,1.269964576,1.288655162,1.325579286,1.308071971,1.279276848,1.268372536,1.260797977,1.225221634,1.218488932,1.230340838
Anguilla,Government Effectiveness: Estimate,..,..,..,..,..,1.078859687,1.558451772,1.543034554,1.50825417,1.537209153,1.540095806,1.51803267,1.504689455,1.531355619,1.539396763,0.952229023,1.00754571,1.328709245
Anguilla,Voice and Accountability: Estimate,..,..,..,..,..,0.854418099,0.903781235,1.017273426,0.972128868,0.967198193,0.963812232,0.988284528,1.009051681,1.025671721,1.004767299,..,..,..
Antigua and Barbuda,Control of Corruption: Estimate,0.869897187,0.917721272,0.895616353,0.880126476,0.888943553,0.85665977,0.749995589,1.12754488,1.154757142,1.288655162,1.325579286,1.308071971,1.279276848,1.268372536,1.260797977,0.63990289,0.689627349,0.692292392
Antigua and Barbuda,Government Effectiveness: Estimate,0.644922495,0.691051424,0.658155322,0.614345491,0.633327544,0.55905205,0.453246981,0.416458994,0.405212432,0.505678236,0.502315164,0.49284777,0.486882061,0.485967219,0.490560621,-0.069246948,0.227594227,0.26572603
Antigua and Barbuda,Voice and Accountability: Estimate,0.333532423,0.339321405,0.390961945,0.336637646,0.317483664,0.57303077,0.533180118,0.631312072,0.543636024,0.573908567,0.589428127,0.495848954,0.511174679,0.640056968,0.618955672,0.558710754,0.594947338,0.646017194
Argentina,Control of Corruption: Estimate,-0.101317152,-0.113424167,-0.192118764,-0.468211174,-0.478336334,-0.424991339,-0.388192415,-0.341253698,-0.340291649,-0.435576528,-0.444996059,-0.361469239,-0.366157889,-0.443139851,-0.432282001,-0.541620135,-0.547045171,-0.313135892
Argentina,Government Effectiveness: Estimate,0.16569005,0.37648508,0.032177139,-0.280357331,-0.047438342,-0.057569072,-0.124214523,-0.045504238,-0.015958933,-0.146811858,-0.318264842,-0.16279,-0.12005613,-0.23857522,-0.277548879,-0.159135252,-0.07490325,0.176795974
Argentina,Voice and Accountability: Estimate,0.391903371,0.308850229,0.418346971,0.260062754,0.349125266,0.362040877,0.269231677,0.403436512,0.448621333,0.358895928,0.280047506,0.361689448,0.344941825,0.295209914,0.27698788,0.345320523,0.411753088,0.540847123
Armenia,Control of Corruption: Estimate,-0.47305131,-0.861185431,-0.759535253,-0.746523917,-0.570028603,-0.61048311,-0.674141288,-0.670822501,-0.742384374,-0.708097577,-0.619757712,-0.696304202,-0.656885028,-0.58778739,-0.531947136,-0.523998499,-0.533811212,-0.568729758
Armenia,Government Effectiveness: Estimate,-0.380564451,-0.475411892,-0.515752614,-0.091401666,-0.156300694,-0.09224125,-0.139913037,-0.254579186,-0.375843793,-0.172693923,-0.029734781,-0.183843538,-0.128958896,-0.042271338,0.069011472,-0.198050931,-0.16071257,-0.149187073
Armenia,Voice and Accountability: Estimate,-0.569909096,-0.33551845,-0.374595284,-0.444421142,-0.467406183,-0.572165549,-0.591363311,-0.742222786,-0.759377897,-0.857629657,-0.876475453,-0.847555041,-0.690779805,-0.570491433,-0.588030756,-0.562082946,-0.536270857,-0.617283285
Aruba,Control of Corruption: Estimate,..,..,..,..,..,1.184471965,1.278152943,1.25953114,1.269964576,1.288655162,1.11636126,1.127208591,1.109980702,1.10297966,1.126604676,1.018918037,1.29709661,1.292231202
Aruba,Government Effectiveness: Estimate,..,..,..,..,..,1.301712751,1.292861938,1.285326958,1.252984643,1.279326439,1.500568032,1.251718879,1.242131352,1.254732013,1.227073789,0.891651392,0.883769929,0.896265566
Aruba,Voice and Accountability: Estimate,..,..,..,..,..,0.737520695,1.153230071,1.017273426,0.972128868,0.967198193,1.25234437,1.281883955,1.273587823,1.28464973,1.278059244,1.276822448,1.273855329,1.269066691
Australia,Control of Corruption: Estimate,1.877355814,1.849892855,1.923246026,1.809628129,1.949853897,2.028761148,1.952358246,1.960568428,2.010918379,2.042481899,2.051661491,2.03145504,2.044636965,1.985773921,1.785321593,1.853449464,1.882090449,1.770847321
Australia,Government Effectiveness: Estimate,1.800564528,1.682468653,1.810187459,1.718942881,1.837643385,2.006777525,1.751212955,1.711956024,1.825558782,1.79396975,1.705787301,1.768755913,1.69595015,1.621440053,1.639869452,1.607114673,1.564803481,1.584797382
Australia,Voice and Accountability: Estimate,1.440202951,1.407491207,1.471305132,1.407233238,1.442127824,1.501541972,1.507055759,1.382794738,1.369199991,1.368076086,1.383791804,1.419765711,1.453721046,1.499190331,1.436413765,1.361716032,1.355499983,1.300534725
Austria,Control of Corruption: Estimate,1.732163548,1.851166129,1.809211373,1.96643424,2.019735813,2.049625158,1.922060013,1.914531231,2.013397455,1.843034983,1.703024626,1.585461736,1.43189621,1.389730573,1.55079484,1.474734902,1.519258499,1.544057369
Austria,Government Effectiveness: Estimate,1.731649637,1.872740149,1.929281592,1.942697525,1.995846033,1.86530304,1.684594631,1.831036448,1.870186687,1.780839682,1.666579604,1.841762662,1.617761374,1.57587254,1.588477135,1.572585702,1.479387999,1.513507843
Austria,Voice and Accountability: Estimate,1.448950052,1.354778886,1.317559481,1.307496905,1.343882084,1.475651145,1.378656507,1.372684956,1.369262457,1.35846436,1.392845631,1.430291057,1.402443647,1.448773026,1.456567407,1.391321301,1.383440137,1.290308952
Azerbaijan,Control of Corruption: Estimate,-1.445619464,-1.300265074,-1.30061841,-1.179272413,-1.007087469,-1.163041949,-1.044909954,-1.089759469,-1.122894764,-1.148547888,-1.188453794,-1.243801594,-1.178858161,-1.126894116,-0.966777384,-1.018747091,-0.929962456,-0.869930208
Azerbaijan,Government Effectiveness: Estimate,-0.916389585,-0.976521313,-1.005987287,-0.929009378,-0.766856909,-0.742428422,-0.729437172,-0.653525293,-0.789176464,-0.773533463,-0.65811944,-0.806934357,-0.765148282,-0.782640159,-0.475038588,-0.363815427,-0.257282048,-0.156112611
Azerbaijan,Voice and Accountability: Estimate,-1.121030688,-1.022841215,-0.906229019,-0.981288195,-1.044704556,-1.056702495,-1.124163508,-1.279161215,-1.233396649,-1.325132132,-1.259756207,-1.304588437,-1.301847577,-1.29948163,-1.402769446,-1.479177833,-1.552303314,-1.602719069
"Bahamas, The",Control of Corruption: Estimate,1.156810164,1.337569594,1.348331928,1.456810474,1.453112125,1.430822134,1.337382197,1.351619601,1.336277485,1.342182875,1.367955446,1.354775786,1.353806615,1.323942661,1.341891885,1.313176751,1.135777473,1.134529352
"Bahamas, The",Government Effectiveness: Estimate,1.373242021,1.319277406,1.295001388,1.309837818,1.282934785,1.221894741,1.210941315,1.169822574,1.10899055,1.149585009,1.008501291,1.075746179,0.980085611,0.989576817,0.872554958,0.728960156,0.712929964,0.717308939
"Bahamas, The",Voice and Accountability: Estimate,1.10283947,1.157476664,1.202225447,1.18893683,1.032271743,0.984539509,0.942519128,1.020233631,1.098432422,1.121914268,1.007146001,0.988209665,0.960108459,0.934573889,0.924448729,1.047353506,0.951407492,0.940302491
Bahrain,Control of Corruption: Estimate,0.328688681,0.273105621,0.380999148,0.820578575,0.399893194,0.451451123,0.390058488,0.194029868,0.180773556,0.188940018,0.185156628,0.18321301,0.217317834,0.37384209,0.433094054,0.278830528,0.138852224,-0.058248363
Bahrain,Government Effectiveness: Estimate,0.77663964,0.603047013,0.588942409,0.552827895,0.481796503,0.546101987,0.396987498,0.395685196,0.408986092,0.386812687,0.480627418,0.456938028,0.520667136,0.549759269,0.58878696,0.565039575,0.559969604,0.324103683
Bahrain,Voice and Accountability: Estimate,-0.718783438,-1.065402746,-1.056879878,-0.571163654,-0.590705574,-0.561549425,-0.743174851,-0.903966546,-0.856526554,-0.868917465,-0.791000724,-0.965910077,-1.217316866,-1.318024635,-1.317464471,-1.311062574,-1.312996626,-1.446486592
Bangladesh,Control of Corruption: Estimate,-0.969682217,-0.716302752,-1.108686686,-1.361227036,-1.442822099,-1.496537805,-1.387596726,-1.434258342,-1.0560776,-1.034565449,-1.069779992,-1.057120681,-1.087313652,-0.849843323,-0.887070596,-0.886938334,-0.808318794,-0.801719427
Bangladesh,Government Effectiveness: Estimate,-0.687850118,-0.440470219,-0.580437005,-0.688740909,-0.725445151,-0.819185138,-0.911300302,-0.824527144,-0.704503596,-0.732424378,-0.791247904,-0.735632539,-0.755214989,-0.804165363,-0.793824732,-0.765750408,-0.723579228,-0.689339936
Bangladesh,Voice and Accountability: Estimate,-0.058428358,-0.085569881,-0.227924496,-0.432220519,-0.551806808,-0.672145784,-0.569969237,-0.451236516,-0.573499918,-0.442116976,-0.289077908,-0.268095285,-0.31506893,-0.401940703,-0.405386418,-0.473929763,-0.512025654,-0.55810231
Barbados,Control of Corruption: Estimate,1.542726398,1.587918043,1.571705818,1.527845383,1.544669151,1.428756118,1.419328928,1.334152818,1.410959363,1.370843768,1.384172201,1.483429551,1.724580765,1.656359434,1.61942935,1.138042569,1.490511537,1.243498683
Barbados,Government Effectiveness: Estimate,1.414037704,1.462049723,1.446284294,1.423873901,1.410648108,1.205474734,1.295830488,1.449118614,1.327272892,1.572234511,1.48438859,1.411678314,1.470893621,1.462176323,1.357321978,1.204713941,1.025392413,1.082464218
Barbados,Voice and Accountability: Estimate,1.342969298,1.274001479,1.264497519,1.231308818,1.155707598,1.104969382,0.949198723,1.037203312,1.029950738,0.946911216,1.12787199,1.136577368,1.114058852,1.132978678,1.137358308,1.145061851,1.0964607,1.104338765
Belarus,Control of Corruption: Estimate,-0.389609158,-0.42895925,-0.383420616,-0.70329994,-0.592360497,-0.800241113,-0.753987312,-0.620269716,-0.659401715,-0.628875554,-0.628214955,-0.694098711,-0.679451048,-0.517496705,-0.471229315,-0.304926783,-0.335035771,-0.285219759
Belarus,Government Effectiveness: Estimate,-0.380564451,-0.601107001,-0.604995489,-0.922620893,-0.924638212,-1.06912148,-1.083960295,-1.117118716,-1.112912774,-1.1141994,-1.129520655,-1.114167333,-1.077807307,-0.901626885,-0.896814287,-0.486170083,-0.458772182,-0.512486517
Belarus,Voice and Accountability: Estimate,-0.819772601,-0.772695839,-1.312422276,-1.451897144,-1.458550334,-1.597364068,-1.766817331,-1.753809452,-1.704454184,-1.593317866,-1.547588706,-1.555038214,-1.660208344,-1.567181349,-1.544428706,-1.442871571,-1.464999676,-1.391355157
Belgium,Control of Corruption: Estimate,1.359654307,1.355769396,1.496778846,1.499903679,1.419815779,1.37990427,1.385844111,1.309614301,1.355734944,1.374890208,1.460205913,1.527498484,1.575072408,1.608068228,1.673882127,1.573291898,1.573288798,1.603359342
Belgium,Government Effectiveness: Estimate,1.711543679,1.838509798,1.734675765,1.978010178,1.933774114,1.875864148,1.711561441,1.747100949,1.608859658,1.389755607,1.571341515,1.575025916,1.656355858,1.602476358,1.607339144,1.381594181,1.438697577,1.326384664
Belgium,Voice and Accountability: Estimate,1.433299541,1.342847466,1.366504431,1.377452493,1.478290319,1.440266132,1.420762181,1.342394352,1.36077106,1.324988484,1.346693039,1.360687137,1.325163245,1.349421859,1.373045683,1.366339207,1.387346864,1.353313804
Belize,Control of Corruption: Estimate,-0.026595131,-0.090518571,-0.181093588,-0.236138031,-0.085156962,-0.287377745,-0.298595011,-0.361199498,-0.366847813,-0.338211209,-0.046637058,-0.106944919,-0.330713093,-0.136378542,-0.096926771,-0.198207378,-0.222508013,-0.24498421
Belize,Government Effectiveness: Estimate,0.388550758,0.091324061,0.062883683,0.058294665,-0.056936767,-0.257134527,-0.089135915,-0.333179981,-0.453381538,-0.513148785,-0.449096531,-0.430088371,-0.380969495,-0.324690014,-0.329106957,-0.657314658,-0.684154153,-0.676089704
Belize,Voice and Accountability: Estimate,0.824221611,0.881688356,0.975879788,0.796831012,0.842791498,0.74007237,0.688429058,0.544680774,0.526492059,0.646870255,0.744926989,0.685301244,0.695515275,0.695277274,0.711436152,0.520088315,0.57808888,0.669242859
Benin,Control of Corruption: Estimate,-0.548114896,-0.542664647,-0.473617792,-0.726461828,-0.478255957,-0.464950711,-0.850088537,-0.588619053,-0.463171452,-0.503310323,-0.61562705,-0.660816848,-0.593528569,-0.856533051,-0.744106054,-0.666071117,-0.560777724,-0.482515246
Benin,Government Effectiveness: Estimate,-0.380564451,-0.228182226,-0.234243512,-0.367727727,-0.282666504,-0.356262863,-0.657626808,-0.60658884,-0.532690585,-0.462368071,-0.57548207,-0.594688594,-0.545896649,-0.51528728,-0.489440292,-0.456818074,-0.621204197,-0.566010177
Benin,Voice and Accountability: Estimate,0.259205192,0.425980747,0.412923425,0.050879639,0.187651932,0.053056307,-0.029964088,0.36277771,0.36818099,0.344647497,0.342523307,0.314488977,0.166390568,0.12448547,0.155496404,0.266302288,0.29881677,0.496533066
Bermuda,Control of Corruption: Estimate,1.318143249,1.377703786,1.359711885,1.349896431,1.376689911,1.325650334,1.278152943,1.25953114,1.269964576,1.288655162,1.325579286,1.308071971,1.279276848,1.268372536,1.260797977,1.225221634,1.218488932,1.230340838
Bermuda,Government Effectiveness: Estimate,1.157665968,1.20505023,1.183574557,1.154031157,1.151541233,1.17790544,1.027271986,1.027619243,0.997715175,1.021443725,1.021205425,1.005440235,0.995785773,1.008661389,1.014978647,0.952229023,1.00754571,1.328709245
Bermuda,Voice and Accountability: Estimate,1.180363297,1.166620493,0.939376175,1.125523925,1.200390577,1.134971619,1.153230071,1.017273426,0.972128868,0.967198193,0.963812232,0.988284528,1.009051681,1.025671721,1.004767299,..,..,..
Bhutan,Control of Corruption: Estimate,0.94283849,1.000246763,0.987683773,1.039470911,1.090904474,0.796503127,0.819255352,0.815984666,0.881052434,0.858181715,0.909912825,0.912634909,0.838497639,0.939840794,0.901595712,1.280398726,1.022311449,1.13675499
Bhutan,Government Effectiveness: Estimate,0.644922495,0.607554317,0.829471529,0.784538567,0.489438802,0.020590335,0.324595094,0.236617506,0.295872599,0.282585412,0.494820297,0.584653556,0.632624924,0.5126127,0.400447756,0.256147236,0.40649128,0.485713512
Bhutan,Voice and Accountability: Estimate,-0.952189922,-1.098304272,-1.112356544,-1.290270805,-1.146781921,-0.965037048,-1.072155476,-1.058763504,-0.872591913,-0.505405188,-0.46180886,-0.416917801,-0.404029369,-0.280920058,-0.158783644,-0.102953024,-0.034825899,-0.049673587
Bolivia,Control of Corruption: Estimate,-0.824829102,-0.357910633,-0.460204959,-0.89961642,-0.815141678,-0.775836229,-0.73623836,-0.434567153,-0.40370661,-0.52322185,-0.630316675,-0.465761274,-0.569419503,-0.729200125,-0.589919269,-0.630129397,-0.696357191,-0.710404694
Bolivia,Government Effectiveness: Estimate,-0.174989536,-0.069633596,-0.35506168,-0.30150497,-0.320804924,-0.587247849,-0.688737392,-0.716710329,-0.570681155,-0.624578178,-0.604518771,-0.502310693,-0.472497046,-0.368671596,-0.386593521,-0.5877074,-0.651944339,-0.56963712
Bolivia,Voice and Accountability: Estimate,0.155518606,0.353770107,0.189972907,0.140369892,-0.056417339,-0.170450285,-0.156710416,0.07646361,0.042223975,0.002961717,0.006946406,-0.039268941,-0.068237796,-0.081585295,-0.068993039,-0.02631977,-0.004678981,0.011093894
Bosnia and Herzegovina,Control of Corruption: Estimate,-0.270569712,-0.382514507,-0.561166942,-0.396527261,-0.299917668,-0.344451398,-0.238057494,-0.302429467,-0.376745909,-0.362638205,-0.380056113,-0.337140888,-0.320953071,-0.304385275,-0.238588452,-0.308030903,-0.393897533,-0.470387369
Bosnia and Herzegovina,Government Effectiveness: Estimate,-1.192045927,-1.075309277,-0.837896109,-0.960075378,-0.745192528,-0.62970221,-0.755505741,-0.616913199,-0.844384789,-0.597142041,-0.715436161,-0.74107039,-0.743248463,-0.457261205,-0.434701741,-0.451142341,-0.545209169,-0.432830662
Bosnia and Herzegovina,Voice and Accountability: Estimate,-0.103825636,-0.008210574,-0.10834337,-0.087044545,0.209610566,0.168824628,0.213584766,0.187260151,0.131010443,0.01515203,0.003142807,-0.082464479,-0.159754992,-0.100325383,-0.116462924,-0.070975274,-0.098104686,-0.164342642
Botswana,Control of Corruption: Estimate,0.817961216,0.889424324,0.831186891,0.655178547,1.216737032,0.898179829,1.159933805,0.972932279,1.003516674,1.03906846,0.959988654,1.026902318,0.995536983,0.933660388,0.923625588,0.854375482,0.849635243,0.934546471
Botswana,Government Effectiveness: Estimate,0.556376994,0.521572351,0.525810182,0.606588066,0.725895762,0.610082507,0.649579465,0.507834554,0.601054907,0.56733191,0.472523302,0.447351903,0.460583478,0.482212812,0.414167732,0.352403283,0.497423857,0.506949604
Botswana,Voice and Accountability: Estimate,0.862501025,0.749341488,0.674277008,0.666893184,0.70607698,0.735869944,0.594607651,0.513100147,0.507903636,0.513504624,0.437099516,0.455533296,0.425984055,0.532969713,0.489367247,0.435417175,0.436190367,0.424854428
Brazil,Control of Corruption: Estimate,-0.018579531,0.075473301,0.040203713,0.081059128,0.0914829,0.02301299,-0.139790952,-0.109041564,-0.075929083,0.007890017,-0.069308594,0.046279952,0.165902138,-0.037277132,-0.084710017,-0.338454574,-0.396478355,-0.443444788
Brazil,Government Effectiveness: Estimate,-0.143133715,-0.080491096,0.09408024,0.05597958,0.197510153,0.019532161,-0.096330546,-0.320332617,-0.214283273,-0.089577764,-0.094775394,-0.035341211,-0.116546594,-0.128173426,-0.092886731,-0.139355496,-0.183996126,-0.175861731
Brazil,Voice and Accountability: Estimate,0.242076978,0.332852572,0.301593602,0.472238034,0.442828864,0.388609469,0.45767951,0.500075698,0.537074029,0.568985701,0.522006929,0.571348846,0.513676167,0.477906197,0.417426258,0.471927881,0.458814234,0.46903652
Brunei Darussalam,Control of Corruption: Estimate,0.478994995,0.375324667,0.372636408,0.310224086,0.318947732,0.408967286,0.246152416,0.207792073,0.214668885,0.491153687,0.991409063,0.863127589,0.861592948,0.546046436,0.646088302,0.531248033,0.572453856,0.656690061
Brunei Darussalam,Government Effectiveness: Estimate,0.927289665,0.937815368,0.914678395,0.894929528,0.745865285,0.243171856,0.600311995,0.873298883,0.924396574,0.888502538,0.918071687,0.901893735,0.897022545,0.84352529,0.869773328,1.086335182,1.060170531,1.071591854
Brunei Darussalam,Voice and Accountability: Estimate,-0.64997232,-0.723196626,-0.712918997,-0.833585382,-0.776591659,-0.797836304,-0.776663303,-1.098655343,-1.061536789,-1.018134356,-0.730715275,-0.650571167,-0.610339284,-0.506374061,-0.505072534,-0.625025094,-0.754111826,-0.951862574
Bulgaria,Control of Corruption: Estimate,-0.361505151,-0.172699034,-0.133326381,-0.154371768,-0.028762648,0.108177446,0.057295028,-0.070736267,-0.183496863,-0.254679352,-0.212567106,-0.185103625,-0.220316142,-0.227857694,-0.267288208,-0.246874854,-0.264636964,-0.161271185
Bulgaria,Government Effectiveness: Estimate,-0.042584829,-0.201888442,0.002994847,0.248750851,0.114252992,0.150523335,0.181857437,-0.057375778,-0.007542833,-0.047309104,0.166158289,0.114835203,0.110085554,0.141888097,0.157344475,0.0787379,0.208816484,0.28976211
Bulgaria,Voice and Accountability: Estimate,0.428986371,0.437017411,0.46049872,0.528531313,0.545892,0.569690168,0.59489274,0.577117205,0.690935373,0.577976346,0.560484111,0.531485736,0.450080156,0.400915593,0.337270766,0.366463035,0.432537317,0.436057955
Burkina Faso,Control of Corruption: Estimate,0.111519091,-0.102729551,-0.0711843,0.007245655,-0.01193205,-0.135678381,-0.125747576,-0.309910446,-0.331875384,-0.304822922,-0.33533746,-0.350611091,-0.367860317,-0.478886276,-0.523092866,-0.464837611,-0.283615232,-0.125276372
Burkina Faso,Government Effectiveness: Estimate,-0.928940415,-0.706115127,-0.576567948,-0.677747667,-0.557386935,-0.514618576,-0.578771651,-0.762336969,-0.753419638,-0.489797771,-0.585571945,-0.568846405,-0.55904597,-0.623988986,-0.660841942,-0.578829587,-0.586617649,-0.545139253
Burkina Faso,Voice and Accountability: Estimate,-0.533439755,-0.396195322,-0.230154827,-0.387816608,-0.30972442,-0.433708847,-0.44652009,-0.34183386,-0.307009161,-0.283480763,-0.289742321,-0.252950281,-0.280185461,-0.304970831,-0.255426049,-0.351851881,-0.112959318,0.042186648
Burundi,Control of Corruption: Estimate,-0.680634856,-0.779318631,-0.804215312,-0.822992623,-0.895339489,-0.89225775,-0.930024207,-1.095597506,-1.160764337,-1.090768337,-1.129477143,-1.165456772,-1.187131405,-1.452942967,-1.409684777,-1.258652925,-1.242423058,-1.180130601
Burundi,Government Effectiveness: Estimate,-1.662423134,-1.581980586,-1.384126782,-1.401429296,-1.394840717,-1.307575822,-1.249580622,-1.103346586,-1.268630385,-1.127049208,-1.046169996,-1.100945234,-1.063228846,-1.320103168,-1.064956784,-1.12914741,-1.159004688,-1.397563338
Burundi,Voice and Accountability: Estimate,-1.549572229,-1.44287765,-1.489835978,-1.164891243,-1.177996397,-1.281000972,-0.634234488,-0.723143578,-0.714045227,-0.685290635,-0.689439297,-0.942693591,-0.927631855,-0.894518375,-0.953051269,-1.041284084,-1.288651705,-1.509660482
Cabo Verde,Control of Corruption: Estimate,1.143337369,0.562366188,0.631284475,0.573761344,0.588408887,0.460206002,0.557009697,0.81033951,0.889813185,0.867661119,0.867434919,0.856144667,0.9037503,0.868030965,0.836728513,0.938025832,0.949543476,0.875388503
Cabo Verde,Government Effectiveness: Estimate,..,0.366040468,0.318925202,-0.075488508,-0.022810141,-0.032211859,-0.212178513,0.157255396,0.353523284,0.065786988,0.053114567,-0.015926674,0.154647484,0.120573722,0.096909538,0.069981024,0.147835761,0.097884186
Cabo Verde,Voice and Accountability: Estimate,0.937576175,0.934504032,0.803981602,0.691441357,0.594847262,0.649413168,0.441597372,0.782895863,0.863329768,0.937762976,0.891081154,0.894677579,0.97009629,0.93871963,0.916024446,0.956972718,0.957939088,1.015621185
Cambodia,Control of Corruption: Estimate,-1.019842386,-1.150196433,-0.958368242,-1.009934545,-0.994759977,-1.061730146,-1.209746718,-1.253652096,-1.14503777,-1.231374979,-1.174738526,-1.243029118,-1.238742709,-1.070102453,-1.052427888,-1.137763739,-1.117967606,-1.297127008
Cambodia,Government Effectiveness: Estimate,-0.724763095,-1.01983726,-0.827516913,-0.808399796,-0.851849973,-0.885681391,-0.999322534,-0.966637969,-0.903798699,-0.988755107,-0.945098281,-0.942988813,-0.862748981,-0.815831959,-0.906181395,-0.688959599,-0.699413061,-0.69462353
Cambodia,Voice and Accountability: Estimate,-0.74947238,-0.815465987,-0.780782759,-0.740299761,-0.899962723,-0.870825171,-1.017338395,-0.931646049,-0.92798692,-0.971139133,-0.913447618,-0.927255273,-0.914128304,-0.961479783,-0.980927289,-1.107750893,-1.122556925,-1.142972827
Cameroon,Control of Corruption: Estimate,-1.334984779,-1.220238686,-1.192396998,-1.167199612,-0.978816867,-1.108282924,-1.181337476,-1.086014271,-1.020625114,-1.022167325,-1.003625989,-1.06104672,-1.145448804,-1.261324883,-1.20525074,-1.164003968,-1.074333429,-1.135688782
